question,category
"If I am revived from cryopreservation, will it be bad for me?",Healthcare & Biology
🇫🇷 📖  Will French National Assembly vote for a new immigration law tonight?,Politics & Governance
[Daily] Will AAPL close higher on December 21 than it closed on December 20?,Economics & Business
[Daily] Will NVDA close higher on December 21 than it closed on December 20?,Economics & Business
Will CLEAR's biometric customer data be leaked by 2027?,Security & Defenses
Will the Bitcoin sidechains have more TVL than all other alts by the end of 2024?,Economics & Business
Will the ice caps be bigger in July 2024 than July 2023?,Science & Tech
Will Clarence Thomas rule with the Majority on Jack Smith's Supreme Court petition to see if Donald Trump has immunity?,Politics & Governance
Will Cori Bush win re-election to the House in 2024,Politics & Governance
Will the International Seabed Authority issue a deep sea mining (exploitation) license before 2026?,Politics & Governance
Will a new Rachet and Clank game release in 2029 like the Insomniac Games leak claims?,Arts & Recreation
Will Destiny cry on stream before 2025,Arts & Recreation
[Daily] Will AAPL close higher on December 20 than it closed on December 19?,Economics & Business
[Daily] Will Lockheed Martin LMT close higher on December 20 than it closed on December 19?,Economics & Business
[Daily] Will NVDA close higher on December 20 than it closed on December 19?,Economics & Business
Will FIDE rate Firouzja’s mini-matches “Race to Candidates” tournament?,Sports
[Daily] Will GOOG close higher on December 20 than it closed on December 19?,Economics & Business
Will the 2024 presidential election result be disputed?,Politics & Governance
[Daily] Will AMZN close higher on December 20 than it closed on December 19?,Economics & Business
Will Arc Browser on Windows be released to more than 1000 betatesters in 2023?,Science & Tech
Will statement expressions become part of the official ISO C Standard before 2028?,Science & Tech
Will xAI be the first to release AGI to the public?,Science & Tech
[Daily] Will MSFT close higher on December 20 than it closed on December 19?,Economics & Business
Will Sam Altman be the CEO of OpenAI when it releases AGI?,Science & Tech
"How much physics have we discovered, of all there is to discover?",Science & Tech
will at least 177 high-profile names of Epstein's associates become publicly available by the end of Feb '24?,Politics & Governance
"Will Manifold add a Loan Overview feature before July 1st, 2024?",Science & Tech
Will Recep Tayyip Erdogan stop being the leader of Turkey before Vladimir Putin stops being the leader of Russia?,Politics & Governance
Will the S&P 500 (INDEXSP:.INX) close higher on Fri. January 5th than it closed on Fri. December 29th? {WEEKLY},Economics & Business
Will Recep Tayyip Erdogan stop being the leader of Turkey before Xi Jinping stops being the leader of China?,Politics & Governance
"Will the decade from 2020 through the end of 2029 become known as the ""Warring Twenties""?",Politics & Governance
Will paintings by Mark Rothko fetch more than $250mm combined at auction during 2024?,Arts & Recreation
Stock Market: Will the S&P 500 index trade above 4800 during 2023?,Economics & Business
Will The S&P 500 (INDEXSP: .INX) From 2pm-4pm Move Higher On Fri. January 5th? {DAILY},Economics & Business
Will The S&P 500 (INDEXSP: .INX) From 2pm-4pm Move Higher On Thu. January 4th? {DAILY},Economics & Business
Will Rick and Morty's Justin Roiland return to produce the show before February 2024?,Arts & Recreation
Will Rick and Morty's Justin Roiland return to produce the show before February 2024?,Arts & Recreation
Will The S&P 500 (INDEXSP: .INX) From 2pm-4pm Move Higher On Wed. January 3rd? {DAILY},Economics & Business
Will the UK's FTSE 100 close higher on 20th December than it closed on 19th December?,Economics & Business
Will The S&P 500 (INDEXSP: .INX) From 2pm-4pm Move Higher On Tue. January 2nd? {DAILY},Economics & Business
I am about to speedrun Celeste any%. Will I get a sub 45?,Sports
Will auctions at Christie's fetch more than $6.2B total in 2024?,Economics & Business
Will the iShares Semiconductor ETF (NASDAQ: SOXX) close higher on Tue. December 19th than on Mon. December 18th? {DAILY},Economics & Business
[Daily] Will AMZN close higher on December 19 than it closed on December 18?,Economics & Business
[Daily] Will AAPL close higher on December 19 than it closed on December 18?,Economics & Business
[Daily] Will GOOG close higher on December 19 than it closed on December 18?,Economics & Business
[Daily] Will MSFT close higher on December 19 than it closed on December 18?,Economics & Business
[Daily] Will NVDA close higher on December 19 than it closed on December 18?,Economics & Business
GPT4-Resolving:   Will there be more than 325 markets created on manifold in the last 24 hours?,Economics & Business
Efficient full homomorphic encryption for frontier model training by 2030?,Science & Tech
Will there be a crewed mission to Venus before 2070?,Science & Tech
Will there be a crewed mission to Jupiter before 2045?,Science & Tech
Will there be a Dyson Sphere around the Sun before 2090?,Science & Tech
Will we get AGI before July 1st 2026?,Science & Tech
Will Xi Jinping be the leader of China at the end of 2026?,Politics & Governance
[Daily] Will Lockheed Martin LMT close higher on December 19 than it closed on December 18,Economics & Business
Will HuggingFace be acquired by Meta by end of 2024?,Economics & Business
Did the St. Louis police actually crash their car into an LGBT bar and then arrest the owner for being upset about this?,Politics & Governance
Will Kim Jong Un be the leader of North Korea at the end of 2026?,Politics & Governance
Will there be a crewed mission to Saturn before 2045?,Science & Tech
Will a laser lift a payload to space before 2045?,Science & Tech
Will Jutta Leerdam win the 1000m speedskating (Ladies) on the Dutch Distances Championships on the 30th of December 2023,Sports
Will Kjeld Nuis win the 1000m speedskating (men) on the Dutch Distances Championships on the 30th of December 2023?,Sports
Will the Vegas Golden Knights beat Carolina Hurricanes on December 19?,Sports
"Will a third game in the ""AI: The Somnium Files"" series be announced by the end of 2024?",Arts & Recreation
Will amazon reach an ATH in 2024 ?,Economics & Business
Will the St. Louis Blues beat Tampa Bay Lightning on December 19?,Sports
Will Deltarune have exactly one ending?,Arts & Recreation
"Will an LLM be integrated into a major smart assistant (i.e., Google, Siri, Alexa, Bixby) before the end of 2024?",Science & Tech
[Metaculus] Will Ukraine sever the land bridge between Crimea and Russia before 2025?,Politics & Governance
"Will Manifold be fast to use on mobile (Android) by Feb 15, 2024?",Science & Tech
Will alphabet reach an ATH in 2024 ?,Economics & Business
Israel will begin paying Jews from around the world to move into Gaza by May 2024?,Politics & Governance
Will Grand Theft Auto V reach a new all-time peak player count on SteamCharts before 2025?,Arts & Recreation
Will there be a nuclear war before 2100?,Security & Defenses
Did the DEFUSE project cause the COVID-19 pandemic?,Science & Tech
Will the Edmonton Oilers beat New York Islanders on December 19?,Sports
NFL Week 16 (Dec 25): Will the San Francisco 49ers win by more than 5.5 points against the Baltimore Ravens?,Sports
Will the Toronto Maple Leafs  beat New York Rangers on December 19?,Sports
Will the Goldbach conjecture be found unprovable before 2030?,Science & Tech
Will Carti drop the album Music in January 2024,Arts & Recreation
Will Tempur-Pedic change their logo to reduce the butt again by World Sleep Day 2029? (March 15th),Economics & Business
Will Michigan QB JJ McCarthy return to college football for another season?,Sports
Will Indonesia move their capital from Jakarta to Nusantara on August 17th 2024 as planned?,Politics & Governance
Will Betelgeuse go supernova before 2100?,Science & Tech
Could AI research see a shift in focus soon?,Science & Tech
"Will there be another country to accept Bitcoin as legal tender until end of 2024, except El Salvador?",Economics & Business
Will chat gpt 5 be released before 2025,Science & Tech
Will I promote to Masters this league?,Sports
🏀 2023 NCAAM: Will #22 Virginia beat #23 Memphis?,Sports
Will any officer be found guilty for the death of Manuel Ellis?,Politics & Governance
"If a player casts Dress Down with Opalescence in play, will they get the ETB trigger to draw a card?",Arts & Recreation
will I top the gold league at the end of the year?,Sports
Will Manifold give out more loans leading up to New Year's 2024?,Economics & Business
🏀 2023 NCAAM: Will #6 Marquette beat Providence?,Sports
Will Humanity deploy any new technology in an unsafe way by 2030? (Contra LeCun),Science & Tech
Will Walmart close higher Dec 26 than Dec 19? (WMT Weekly),Economics & Business
Will Target close higher Dec 26 than Dec 19? (TGT Weekly),Economics & Business
Was 9/11 an inside job?,Politics & Governance
Will Walgreens close higher Dec 26 than Dec 19? (WBA Weekly),Economics & Business
Will Etched.AI launch a transformer chip product before 2025?,Science & Tech
Nippon Steel acquires US Steel?,Economics & Business
Will Dollar General close higher Dec 26 than Dec 19? (DG Weekly),Economics & Business
"Will my video ""The Year Without Reindeer"" get over 100 views on YouTube by the end of Christmas Day?",Arts & Recreation
