question,domain
Will 'Expend4bles' gross over $12.5m opening weekend?,Arts & Recreation
"aaWill $LUNA be above $1.00 on May 17, 2022?",Economics & Business
Will Caicedo sign for Chelsea?,Sports
"Will anyone say ""Bidenomics"" in the RNC primary debate on August 23?",Politics & Governance
Ethereum spot ETF approved by Jan 31?,Economics & Business
Will Hezbollah deploy ground forces in Israel in January?,Security & Defenses
Will Davante Adams or Josh Jacobs be traded?,Sports
Antony suspended by Man United?,Sports
Will Texans vs. Colts go to overtime?,Sports
Any Hamas leader exiled to Algeria by January 31?,Politics & Governance
Will Everton beat Sheffield Utd?,Sports
$BONK all time high before February?,Economics & Business
Will Tucker interview Putin?,Politics & Governance
Saudi and Israel peace deal by June?,Politics & Governance
archWill the top song on Spotify Charts hit 34M global streams for the week ending on February 10?,Arts & Recreation
Will anyone else win the New Hampshire Republican Primary?,Politics & Governance
Will Kanye release ‘Vultures’ in 2023?,Arts & Recreation
"Will ""Israel"" be said 10 or more times in the 4th RNC primary debate?",Politics & Governance
SBF sentenced to 50+ years?,Politics & Governance
Will the WGA strike end by September 30?,Arts & Recreation
Will AOC win the popular vote in the 2024 Presidential Election?,Politics & Governance
Will the Epstein documents name Bill Clinton?,Politics & Governance
Will Haley place 2nd in the 2024 Iowa Caucus?,Politics & Governance
Will US attack Iran by Nov 30?,Security & Defenses
Will Circle IPO by June?,Economics & Business
Paramount merger/acquisition in Q1?,Economics & Business
Trump >50% chance of winning nomination after Super Tuesday?,Politics & Governance
Will the full Epstein list be released in January?,Politics & Governance
Will Faze Banks’ share price be >10 ETH this month?,Economics & Business
Will $BTC reach $1700 by January 4?,Economics & Business
Will the Palestinian Authority gain control of Gaza in 2023?,Politics & Governance
Democratic House and Democratic Senate after U.S. 2024 General Election?,Politics & Governance
Will the final global heat increase be 1.05 or greater for 2023?,Science & Tech
Will Elon Musk visit Gaza in 2023?,Politics & Governance
FTX claims worth >75¢ on the dollar by end of Q1?,Economics & Business
Will Kevin Hern be the next Speaker?,Politics & Governance
Democratic House and Republican Senate after U.S. 2024 General Election?,Politics & Governance
Indonesia Presidential Election: Will Prabowo Subianto win?,Politics & Governance
Will the next speaker be elected by Oct 17?,Politics & Governance
Republican House and Democratic Senate after U.S. 2024 General Election?,Politics & Governance
Will Vivek drop out of presidential race before February?,Politics & Governance
Will Asa Hutchinson win the New Hampshire Republican Primary?,Politics & Governance
Will the Dallas Cowboys win the NFC East,Sports
"Will Russell Brand be charged with a sex crime by December 31, 2023?",Security & Defenses
Will Ron DeSantis endorse Trump for President in 2023?,Politics & Governance
Will another nation declare war in the Israel-Hamas conflict?,Politics & Governance
OpenAI board resignation parlay,Science & Tech
Will Chelsea beat Fulham?,Sports
Will Sheikh Jassim buy Man United in 2023?,Economics & Business
Will the Minnesota Vikings win Super Bowl LVIII?,Sports
Will the FDV of OpenSea's token be above $15b 1 week after launch?,Economics & Business
Will they find another Jewish tunnel in NYC by Monday?,Arts & Recreation
Will the UAW strike end by September 30?,Economics & Business
"Will any candidate mention ""crypto"" at the next Republican debate?",Politics & Governance
Will Kanye release ‘Vultures’ by Jan 31?,Arts & Recreation
Will any Dem vote 'Yea' for next speaker? ,Politics & Governance
Will OpenAI Merge with Anthropic in 2023?,Science & Tech
"Will BTC hit $50,000 in 2023?",Economics & Business
"$BTC price <$40,000 1 hour after ETF approval?",Economics & Business
Texans vs. Colts: Margin of Victory 30+?,Sports
Will Donald J. Trump win the U.S. 2024 Republican presidential nomination?,Politics & Governance
Will the Diamondbacks win the World Series?,Sports
Will $USDT depeg by EoY?,Economics & Business
Was the moon landing faked?,Science & Tech
World Cup 2022: Monday - Will England beat Iran?,Sports
Will Liverpool beat Aston Villa?,Sports
Will Messi score in his next game?,Sports
Fed rate cut by January 31?,Economics & Business
Will Harry Kane be the top goalscorer in the 2022 World Cup?,Sports
Is Obama queer?,DROP
Haaland to break PL goal record this season?,Sports
Will Solana Network go down in January?,Science & Tech
Will 'My Big Fat Greek Wedding 3' gross over $10m opening weekend?,Arts & Recreation
Mark Cuban to announce presidential run by EOY?,Politics & Governance
Will someone else place 2nd in the 2024 Iowa Caucus?,Politics & Governance
Will X start charging all users?,Economics & Business
"ETH above $2,000 at end of September?",Economics & Business
"BTC above $28,000 on October 13?",Economics & Business
"Will ""abortion"" be said 5 or more times in the 2nd RNC primary debate?",Politics & Governance
Will Google have the best LLM before 2024?,Science & Tech
World Cup 2022: Monday - Will Netherlands beat Senegal?,Sports
Will U.S. inflation be greater than 0.6% from July to August 2023?,Economics & Business
US call for Gaza ceasefire before February?,Politics & Governance
Will Israel regain control of all territory by Oct 9?,Politics & Governance
Will 'Saw X' gross over $21m opening weekend?,Arts & Recreation
USD/TRY (Turkish Lira) above 21 on June 9?,Economics & Business
Will the vote to oust McCarthy have a margin of less than 15?,Politics & Governance
Is the Room-Temp Superconductor real?,Science & Tech
Will Morocco win the 2022 World Cup?,Sports
Will U.S. inflation be greater than 0.3% from August to September 2023?,Economics & Business
Will Vivek drop out of presidential race in 2023?,Politics & Governance
Will Musk tweet more than 525 times between Jan 10-16?,Arts & Recreation
Will a Chinese team win LOL Worlds 2023?,Sports
Will Donald Trump be the next Speaker?,Politics & Governance
"Will Biden be impeached by September 30, 2023?",Politics & Governance
"Will Duane ""Keffe D"" Davis be granted bail in the Tupac Shakur murder case by October 30, 2023?",Security & Defenses
Is Global Warming a hoax?,Science & Tech
Alex Jones banned from X again in 2023?,Politics & Governance
Abbas still President of Palestine by Jan 31?,Politics & Governance
Will Joe Biden's 538 disapproval rating be less than 55.0% on December 29?,Politics & Governance
Was @SECGov really hacked?,Security & Defenses
Will NATO expand in 2022?,Politics & Governance
Will Magnus play Hans by EoY?,Arts & Recreation
Will any New York Times staff face consequences for the Gaza hospital strike headline?,Politics & Governance
Will Vivek Ramaswamy win the U.S. 2024 Republican vice presidential nomination? (negative risk),Politics & Governance
Will 'The Marvels' gross more than $75 million domestically on its opening weekend?,Arts & Recreation
Scorigami in NFL Week 5?,Sports
Fed rate cut by May 1?,Economics & Business
Will Ron DeSantis win the U.S. 2024 Republican vice presidential nomination? (negative risk),Politics & Governance
Will Manchester Utd beat Crystal Palace?,Sports
Will Tottenham beat Burnley?,Sports
Will Kevin McCarthy remain Speaker through EoY?,Politics & Governance
Yahya Sinwar still Hamas leader through March 1?,Politics & Governance
Israel and Hamas ceasefire by Nov 30?,Politics & Governance
Will the Houston Texans win Super Bowl LVIII?,Sports
Will Newcastle beat Brighton?,Sports
Another House member censured by Nov 30?,Politics & Governance
Will MrBeast Hit 200 Million Subscribers by Thanksgiving?,Arts & Recreation
Will U.S. inflation be greater than 0.2% from August to September 2023?,Economics & Business
American aid to Israel by Dec 31?,Politics & Governance
"BTC above $26,000 at end of September?",Economics & Business
US Ethereum ETF approved in 2023?,Economics & Business
Will Newsom appoint a black woman as Feinstein's replacement?,Politics & Governance
Will the US rescue at least one American hostage from Hamas by Oct 31?,Politics & Governance
Will Venezuela invade Guyana before February?,Politics & Governance
EigenLayer airdrop by April?,Science & Tech
Will Kevin McCarthy be the next Speaker?,Politics & Governance
Will Hillary Clinton win the U.S. 2024 Democratic presidential nomination?,Politics & Governance
US military strike in Israel/Palestine?,Security & Defenses
Will Israel regain control of all territory by Oct 11?,Politics & Governance
Will Zelensky visit Israel by Nov 10?,Politics & Governance
Will a missile from Yemen hit Israel?,Security & Defenses
SEC approves first spot Bitcoin ETF on Jan 10?,Economics & Business
Will PvdA-GL win a plurality in the 2023 Dutch General Election?,Politics & Governance
Will the Kyberswap exploiter's demands be met?,Security & Defenses
Will Taylor Swift attend the next Chiefs home game?,Arts & Recreation
archWill Joe Biden win the 2024 US Presidential Election?,Politics & Governance
Will Liverpool beat Tottenham?,Sports
Will Shirley Weber replace Feinstein?,Politics & Governance
Will U.S. Supreme Court vote to reinstate Trump on Colorado's 2024 ballot?,Politics & Governance
SEC to NOT approve spot Bitcoin ETF by Jan 10?,Economics & Business
Will a hurricane make landfall in the US in September?,Science & Tech
OpenAI settlement with NYT by end of 2024?,Economics & Business
Will Kevin McCarthy resign from the House by Nov 30?,Politics & Governance
Netanyahu out by June 30?,Politics & Governance
[TEST] Will the Polymarket's Order Book be ready by September 1?,Economics & Business
Will SpaceX's Starship launch before March?,Science & Tech
Jonathan Taylor traded by deadline?,Sports
"Will anyone say ""Obama"" in the 2nd RNC primary debate?",Politics & Governance
Will Ayatollah Khamenei still be in power in Iran by the end of 2023?,Politics & Governance
Will Hamas release 12+ hostages in a single day by EoY?,Politics & Governance
Trump margin of victory in Iowa Caucus 20-25%,Politics & Governance
Will a team from a minor region win LOL Worlds 2023?,Sports
Trump margin of victory in Iowa Caucus 30-35%,Politics & Governance
Will Maersk resume shipping through Red Sea by Jan 15?,Economics & Business
"Will ""Trump"" be said by every candidate in the 3rd RNC primary debate?",Politics & Governance
archWill $MATIC reach 1$ by August 15?,Economics & Business
Scorigami in NFL Week 6?,Sports
Will Donald Trump Jr. win the U.S. 2024 Republican presidential nomination?,Politics & Governance
Will Putin remain President of Russia through 2023?,Politics & Governance
Will Cruise relaunch driverless taxis in SF by EoY?,Science & Tech
Claudine Gay out as Harvard President by Jan 15?,Education & Research
Will OpenAI release GPT-4.5 before April?,Science & Tech
Will Donald Trump win the New Hampshire Republican Primary?,Politics & Governance
Will the next speaker be elected by Oct 15?,Politics & Governance
Over 500 OpenAI resignations this week?,Science & Tech
Will SpaceX's Starship reach outer space by December 31?,Science & Tech
$JTO above $2 one week after launch?,Economics & Business
Will Elise Stefanik win the U.S. 2024 Republican vice presidential nomination?,Politics & Governance
Will Puka Nacua be among the top 3 Wide Receivers in Week 3 Fantasy Football (PPR scoring)?,Sports
Will Ye say something antisemitic before February?,Arts & Recreation
Will Nikki Haley win NH primary?,Politics & Governance
Will Dak Prescott win NFL MVP for the 2023-24 season?,Sports
Will the Epstein documents name Elon Musk?,Politics & Governance
"Will Biden be impeached by December 31, 2023?",Politics & Governance
ARCH: Will a human have a Neuralink chip implanted by the end of 2023?,Science & Tech
Will Barbara Lee advance from the 2024 CA Senate Primary?,Politics & Governance
"ETH above $1,600 on Sep 22?",Economics & Business
Aleo airdrop by April?,Economics & Business
Will Hakeem Jeffries get the most votes in next vote for Speaker?,Politics & Governance
Will Donald Trump win the popular vote in the 2024 Presidential Election?,Politics & Governance
